   ,DAY,SELF_PASSWORD_CHANGE,HELPED_PASSWORD_CHANGE,SET_ANSWERS,FORGOT_PASSWORD_AUTHN_SUCCESS,FORGOT_PASSWORD_AUTHN_FAIL,FORGOT_PASSWORD_AUTHN_LOCKED,EXPIRATION_NOTICE_SENT,PASSWORD_EXPIRED,PASSWORD_UNLOCK,PASSWORD_UNLOCK_ENT_LDAP,PASSWORD_UNLOCK_AD
3870,6/28/13,76,17,48,17,25,1,405,16,3,3,0
3871,6/29/13,27,0,19,4,25,4,437,24,0,0,0
3872,6/30/13,81,1,60,20,13,1,823,16,0,0,0
3873,7/1/13,101,35,80,14,16,0,535,7,8,5,3
3874,7/2/13,79,23,61,22,32,4,330,7,8,7,1
3875,7/3/13,74,23,61,14,16,3,288,17,2,2,0
3876,7/4/13,31,0,26,4,22,6,293,17,0,0,0
3877,7/5/13,60,15,47,14,14,2,312,9,1,1,0
3878,7/6/13,33,0,27,8,20,2,314,12,0,0,0
3879,7/7/13,34,0,25,4,25,3,291,16,0,0,0
3880,7/8/13,109,43,83,26,33,4,394,11,8,3,5
3881,7/9/13,86,30,74,14,30,3,487,5,9,8,2
3882,7/10/13,97,25,75,30,56,7,423,31,5,2,3
3883,7/11/13,73,25,60,10,26,6,293,17,5,3,2
3884,7/12/13,66,19,51,22,6,0,310,28,5,4,1
3885,7/13/13,33,0,21,14,24,2,374,19,0,0,0
3886,7/14/13,40,0,26,22,9,1,327,18,0,0,0
3887,7/15/13,99,29,75,34,47,8,466,8,4,3,1
3888,7/16/13,113,50,90,20,32,5,469,7,6,4,3
3889,7/17/13,90,32,69,32,39,3,502,21,6,5,0
3890,7/18/13,78,22,60,28,28,4,362,18,8,5,2
3891,7/19/13,62,32,42,22,28,3,289,21,6,5,0
3892,7/20/13,40,0,26,16,31,3,327,17,0,0,0
3893,7/21/13,48,0,38,22,12,0,352,17,1,1,0
3894,7/22/13,101,42,75,42,44,4,404,11,5,4,1
3895,7/23/13,96,29,72,38,39,4,456,13,8,4,4
3896,7/24/13,70,26,51,30,26,6,463,13,5,3,2
3897,7/25/13,87,16,56,42,43,4,330,10,5,5,0
3898,7/26/13,56,10,39,26,39,5,268,19,2,2,0
3899,7/27/13,24,0,15,14,13,1,340,17,0,0,0
3900,7/28/13,53,0,32,28,30,4,455,15,0,0,0
3901,7/29/13,104,44,80,28,34,6,499,8,8,6,2
3902,7/30/13,95,25,70,32,51,8,176,9,7,6,1
3903,7/31/13,89,23,64,30,43,5,701,16,6,5,1
3904,8/1/13,82,18,65,30,40,7,433,15,8,7,1
3905,8/2/13,62,18,41,20,23,1,226,12,2,2,0
3906,8/3/13,34,0,23,20,11,1,270,18,0,0,0
3907,8/4/13,45,0,33,14,13,1,303,12,0,0,0
3908,8/5/13,110,32,80,30,14,2,355,11,8,5,3
3909,8/6/13,104,36,78,24,32,2,289,17,6,5,1
3910,8/7/13,85,16,61,40,63,4,268,23,0,0,0
3911,8/8/13,85,28,68,24,59,7,297,14,7,4,3
3912,8/9/13,84,35,71,20,29,3,389,18,6,6,0
3913,8/10/13,40,0,28,12,19,2,406,25,0,0,0
3914,8/11/13,55,1,42,16,16,0,380,13,0,0,0
3915,8/12/13,109,45,80,32,89,13,397,16,15,9,7
3916,8/13/13,97,30,72,28,35,3,316,13,4,4,0
3917,8/14/13,83,36,66,28,32,3,275,43,5,4,1
3918,8/15/13,90,35,70,24,62,8,361,25,3,3,0
3919,8/16/13,62,16,48,16,19,1,358,29,3,2,1
3920,8/17/13,42,1,36,6,25,3,386,28,0,0,0
3921,8/18/13,37,0,28,20,38,4,333,16,0,0,0
3922,8/19/13,147,43,101,66,66,9,361,14,9,7,2
3923,8/20/13,109,26,66,60,24,2,303,19,8,2,6
3924,8/21/13,96,40,58,56,37,1,293,21,5,3,2
3925,8/22/13,73,26,56,24,30,5,286,16,9,5,3
3926,8/23/13,77,49,60,14,23,3,329,30,9,5,4
3927,8/24/13,30,1,19,10,22,5,377,22,5,5,0
3928,8/25/13,46,1,34,20,16,2,350,22,0,0,0
3929,8/26/13,108,51,91,24,53,7,291,15,34,22,12
3930,8/27/13,72,35,50,26,22,3,279,22,4,3,1
3931,8/28/13,90,30,64,36,23,1,304,30,2,1,1
3932,8/29/13,71,22,44,30,7,1,327,19,4,2,2
3933,8/30/13,56,21,43,22,23,3,104,15,8,5,4
3934,8/31/13,32,0,19,20,14,2,451,25,0,0,0
3935,9/1/13,27,0,14,12,17,1,426,18,0,0,0
3936,9/2/13,40,1,28,14,25,3,285,11,0,0,0
3937,9/3/13,120,43,93,28,39,6,278,13,9,7,2
3938,9/4/13,91,32,61,38,32,5,252,12,10,4,6
3939,9/5/13,82,32,68,10,34,2,221,19,10,7,3
3940,9/6/13,63,26,53,10,34,6,186,13,11,6,5
3941,9/7/13,28,0,22,8,5,1,206,33,0,0,0
3942,9/8/13,41,0,29,10,31,3,320,20,0,0,0
3943,9/9/13,121,49,90,22,56,6,375,11,10,8,2
3944,9/10/13,109,37,81,36,12,0,333,11,10,7,3
3945,9/11/13,84,42,58,28,40,7,234,17,7,5,2
3946,9/12/13,93,27,69,30,29,3,238,19,2,1,1
3947,9/13/13,68,25,50,24,21,1,247,30,3,1,2
3948,9/14/13,36,0,23,16,4,0,249,18,0,0,0
3949,9/15/13,53,1,38,16,22,4,400,27,0,0,0
3950,9/16/13,123,55,96,32,40,4,439,14,11,10,1
3951,9/17/13,130,40,90,66,102,6,349,20,6,5,1
3952,9/18/13,101,38,73,40,43,4,278,41,16,13,3
3953,9/19/13,88,41,64,28,71,3,221,36,7,4,3
3954,9/20/13,100,45,74,34,58,6,215,27,17,14,4
3955,9/21/13,57,3,31,42,46,4,221,18,0,0,0
3956,9/22/13,127,5,79,68,101,15,329,24,6,6,0
3957,9/23/13,190,61,127,90,71,10,356,10,28,15,12
3958,9/24/13,131,27,95,52,60,9,346,15,12,8,4
3959,9/25/13,121,28,96,30,48,7,282,23,9,6,3
3960,9/26/13,88,23,61,42,37,3,203,14,8,3,4
3961,9/27/13,91,33,67,26,24,1,230,16,4,2,2
3962,9/28/13,41,0,31,8,16,2,266,17,1,1,0
3963,9/29/13,83,0,61,26,32,4,362,10,0,0,0
3964,9/30/13,148,45,114,30,36,5,523,13,10,5,4
3965,10/1/13,107,26,78,32,50,5,395,19,8,4,4
3966,10/2/13,119,17,81,44,15,1,361,19,11,7,4
3967,10/3/13,87,16,64,22,22,1,264,15,7,5,1
3968,10/4/13,82,29,61,14,28,5,367,23,3,1,1
3969,10/5/13,57,0,43,16,16,0,447,21,0,0,0
3970,10/6/13,87,2,71,16,22,2,498,14,2,2,0
3971,10/7/13,161,44,125,30,37,1,568,9,5,2,3
3972,10/8/13,327,21,279,36,45,6,482,14,7,2,4
3973,10/9/13,412,28,353,58,45,6,394,20,4,3,1
3974,10/10/13,201,25,161,48,54,6,316,35,9,4,2
3975,10/11/13,116,18,91,22,37,3,342,33,5,4,0
3976,10/12/13,74,0,55,18,20,2,428,14,0,0,0
3977,10/13/13,171,1,141,44,24,2,576,20,4,2,2
3978,10/14/13,228,25,176,42,59,4,557,12,5,3,2
3979,10/15/13,517,28,445,70,29,5,523,17,8,7,1
3980,10/16/13,391,22,342,34,29,5,377,33,10,5,6
3981,10/17/13,221,23,194,44,24,3,305,35,17,14,2
3982,10/18/13,128,15,104,28,32,5,335,22,7,5,2
3983,10/19/13,137,0,116,18,17,2,483,19,0,0,0
3984,10/20/13,186,0,162,36,25,3,580,22,1,1,0
3985,10/21/13,254,26,205,36,52,4,571,17,17,11,6
3986,10/22/13,447,26,393,28,38,5,509,8,17,8,8
3987,10/23/13,438,26,389,42,30,4,392,26,12,6,6
3988,10/24/13,251,20,214,42,33,3,404,20,20,9,9
3989,10/25/13,154,26,131,20,32,6,455,29,14,5,8
3990,10/26/13,140,0,118,20,24,2,576,39,1,1,0
3991,10/27/13,253,0,205,34,44,4,706,22,0,0,0
3992,10/28/13,285,33,223,58,53,5,743,10,8,4,4
3993,10/29/13,275,35,226,54,36,4,636,18,14,12,1
3994,10/30/13,827,31,755,66,42,6,420,22,12,8,3
3995,10/31/13,293,30,260,24,26,2,505,28,22,12,9
3996,11/1/13,278,26,229,42,37,6,674,15,14,10,4
3997,11/2/13,249,1,212,36,11,3,882,21,0,0,0
3998,11/3/13,389,3,338,32,40,4,1025,27,1,0,1
3999,11/4/13,446,40,356,66,52,6,1098,17,10,7,2
4000,11/5/13,348,26,276,74,66,6,992,33,22,6,15
4001,11/6/13,272,35,224,58,28,4,958,49,11,5,5
4002,11/7/13,209,26,163,44,48,4,821,33,9,5,2
4003,11/8/13,445,34,390,54,31,2,702,42,12,8,5
4004,11/9/13,514,3,451,54,32,4,771,21,1,1,0
4005,11/10/13,416,0,354,40,43,5,990,31,0,0,0
4006,11/11/13,551,5,469,74,57,7,1039,27,1,1,0
4007,11/12/13,950,64,853,90,70,6,858,27,20,7,13
4008,11/13/13,657,55,568,86,57,6,674,24,12,6,5
4009,11/14/13,432,31,379,48,58,4,549,49,12,6,5
4010,11/15/13,288,36,242,68,53,5,665,44,15,7,8
4011,11/16/13,233,1,203,30,16,2,523,36,0,0,0
4012,11/17/13,405,1,327,84,64,8,637,24,2,0,2
4013,11/18/13,383,46,314,82,54,4,819,21,15,4,10
4014,11/19/13,375,27,297,72,64,9,819,20,14,5,9
4015,11/20/13,315,18,246,90,40,4,705,31,10,3,6
4016,11/21/13,677,20,601,74,39,6,694,15,11,7,3
4017,11/22/13,461,36,400,74,48,7,747,25,13,11,2
4018,11/23/13,441,1,368,56,39,5,733,9,0,0,0
4019,11/24/13,399,0,343,58,29,4,713,23,2,2,0
4020,11/25/13,496,41,408,92,85,10,769,21,15,4,10
4021,11/26/13,792,36,708,70,68,12,818,38,8,5,3
4022,11/27/13,647,30,580,74,49,5,785,57,8,6,1
4023,11/28/13,294,0,255,42,55,5,768,65,0,0,0
4024,11/29/13,390,1,343,60,63,7,639,44,0,0,0
4025,11/30/13,441,2,380,64,70,8,849,51,0,0,0
4026,12/1/13,503,4,394,114,123,13,704,48,1,1,0
4027,12/2/13,685,109,551,150,104,10,896,13,18,8,9
4028,12/3/13,1071,51,936,124,87,14,944,24,21,9,12
4029,12/4/13,823,58,709,118,97,10,876,30,39,15,24
4030,12/5/13,856,33,726,178,120,14,611,46,13,4,9
4031,12/6/13,664,77,546,196,129,14,721,52,5,3,2
4032,12/7/13,407,4,330,102,77,7,776,28,1,1,0
4033,12/8/13,493,1,405,106,56,3,650,37,0,0,0
4034,12/9/13,518,61,410,142,108,8,559,16,15,10,3
4035,12/10/13,476,64,398,108,112,18,653,32,10,6,3
4036,12/11/13,1416,54,1263,202,86,8,690,24,18,14,2
4037,12/12/13,884,50,754,152,125,17,551,32,22,14,4
4038,12/13/13,573,43,483,126,95,11,519,41,7,4,0
4039,12/14/13,501,0,433,60,33,5,659,36,0,0,0
4040,12/15/13,569,1,486,112,66,8,752,27,0,0,0
4041,12/16/13,615,63,499,150,90,8,529,35,16,12,3
4042,12/17/13,485,43,409,108,74,10,597,23,11,5,7
4043,12/18/13,553,44,451,112,77,7,552,24,5,2,3
4044,12/19/13,943,32,823,124,79,7,473,50,18,13,5
4045,12/20/13,595,41,519,100,88,11,395,60,11,7,7
4046,12/21/13,457,4,401,72,54,4,514,44,0,0,0
4047,12/22/13,372,0,318,44,39,3,596,35,0,0,0
4048,12/23/13,421,41,354,90,68,10,545,27,3,2,1
4049,12/24/13,249,17,216,44,54,8,462,27,0,0,0
4050,12/25/13,207,0,171,50,31,5,535,19,0,0,0
4051,12/26/13,305,1,249,76,73,9,442,5,0,0,0
4052,12/27/13,293,0,238,66,76,8,435,36,0,0,0
4053,12/28/13,248,0,206,72,56,4,445,42,2,1,0
4054,12/29/13,300,0,235,78,58,10,622,30,0,0,0
4055,12/30/13,425,89,349,104,102,12,603,30,7,3,2
4056,12/31/13,305,51,261,56,105,12,698,16,6,6,1
4057,1/1/14,319,0,245,108,57,3,543,25,0,0,0
4058,1/2/14,491,68,399,138,131,9,540,24,7,4,3
4059,1/3/14,440,79,366,80,80,7,582,68,11,6,4
4060,1/4/14,317,1,243,104,120,19,650,43,0,0,0
4061,1/5/14,490,15,367,174,202,23,658,46,1,1,0
4062,1/6/14,675,154,545,172,144,10,649,22,36,10,26
4063,1/7/14,555,64,434,196,138,14,523,53,15,7,6
4064,1/8/14,440,70,342,170,146,16,350,56,20,10,9
4065,1/9/14,383,52,293,148,121,13,292,47,11,4,7
4066,1/10/14,241,41,197,78,69,11,324,40,12,8,4
4067,1/11/14,221,1,179,76,63,5,409,37,0,0,0
4068,1/12/14,324,0,251,100,70,8,471,26,1,1,0
4069,1/13/14,450,61,338,158,98,10,408,17,20,8,12
4070,1/14/14,3325,63,3016,256,145,17,385,18,14,3,7
4071,1/15/14,2908,117,2605,282,135,18,479,20,21,14,5
4072,1/16/14,1055,71,926,172,139,17,332,30,20,10,10
4073,1/17/14,543,49,462,158,95,13,373,37,21,8,12
4074,1/18/14,420,0,355,110,66,6,448,37,0,0,0
4075,1/19/14,378,1,303,112,89,7,654,56,0,0,0
4076,1/20/14,577,2,468,130,131,19,717,24,2,1,1
4077,1/21/14,609,108,496,188,195,23,605,31,19,12,6
4078,1/22/14,520,80,401,186,139,15,449,31,20,8,10
4079,1/23/14,383,56,309,136,119,13,358,44,21,3,10
4080,1/24/14,310,46,238,142,131,17,405,52,10,4,5
4081,1/25/14,270,0,207,106,67,5,599,36,0,0,0
4082,1/26/14,348,1,267,130,86,10,491,41,1,1,0
4083,1/27/14,393,70,284,162,193,20,542,28,14,6,4
4084,1/28/14,342,54,264,130,119,15,318,27,17,5,11
4085,1/29/14,325,67,230,170,118,11,325,42,9,4,4
4086,1/30/14,275,46,202,106,85,7,283,18,15,4,10
4087,1/31/14,290,39,226,122,117,11,335,38,3,3,0
4088,2/1/14,192,3,144,86,106,16,386,48,2,0,2
4089,2/2/14,206,1,158,82,109,15,464,27,0,0,0
4090,2/3/14,381,70,283,152,126,13,546,28,17,8,10
4091,2/4/14,365,44,259,200,139,15,633,25,7,5,2
4092,2/5/14,293,36,200,154,161,19,503,30,15,5,7
4093,2/6/14,264,51,193,154,132,18,402,31,9,3,4
4094,2/7/14,208,40,155,116,51,7,353,40,11,6,6
4095,2/8/14,162,0,117,90,95,9,386,29,0,0,0
4096,2/9/14,250,2,174,124,106,10,538,28,1,0,1
4097,2/10/14,296,76,220,140,153,16,460,27,4,1,2
4098,2/11/14,279,47,176,204,147,16,579,34,13,8,5
4099,2/12/14,320,56,242,144,141,22,435,22,13,5,5
4100,2/13/14,261,48,182,162,141,17,377,31,13,4,9
4101,2/14/14,297,61,200,182,158,18,401,43,18,11,6
4102,2/15/14,395,1,241,348,309,33,454,30,0,0,0
4103,2/16/14,232,0,154,132,106,12,562,30,0,0,0
4104,2/17/14,354,2,218,222,165,20,710,18,0,0,0
4105,2/18/14,629,147,422,326,339,43,709,27,22,13,3
4106,2/19/14,1507,207,1020,976,878,94,621,35,19,11,8
4107,2/20/14,1273,273,888,778,814,100,505,49,13,7,6
4108,2/21/14,854,230,579,560,558,65,649,47,20,8,11
4109,2/22/14,449,3,312,286,257,33,686,78,0,0,0
4110,2/23/14,397,7,272,260,245,27,563,71,1,1,0
4111,2/24/14,622,245,448,344,302,34,480,76,18,14,4
4112,2/25/14,426,133,322,224,231,26,589,72,15,8,4
4113,2/26/14,396,130,289,248,237,26,532,51,20,13,6
4114,2/27/14,435,118,302,278,227,25,464,40,17,10,4
4115,2/28/14,250,84,161,174,154,16,617,65,13,3,9
4116,3/1/14,195,2,134,112,118,15,513,55,0,0,0
4117,3/2/14,260,1,179,154,115,14,537,51,1,0,1
4118,3/3/14,350,107,245,174,190,21,456,42,12,9,3
4119,3/4/14,293,92,191,196,151,22,434,42,11,2,1
4120,3/5/14,258,77,176,168,155,17,419,37,13,5,8
4121,3/6/14,238,63,157,156,199,31,339,28,17,11,5
4122,3/7/14,198,58,120,178,115,13,370,58,2,0,2
4123,3/8/14,142,0,94,104,87,13,402,39,0,0,0
4124,3/9/14,175,2,110,146,111,14,329,36,1,1,0
4125,3/10/14,311,88,180,242,220,25,335,34,17,2,13
4126,3/11/14,458,137,278,362,399,54,423,17,15,6,8
4127,3/12/14,338,84,212,292,221,27,427,23,13,3,9
4128,3/13/14,294,88,192,106,125,7,394,17,18,6,8
4129,3/14/14,291,81,192,110,122,10,445,54,8,4,1
4130,3/15/14,234,1,134,100,120,14,496,92,4,0,4
4131,3/16/14,255,5,167,88,110,11,376,64,3,0,3
4132,3/17/14,493,142,318,167,228,13,378,53,7,5,2
4133,3/18/14,321,113,202,110,134,13,507,49,34,6,8
4134,3/19/14,231,92,144,75,116,12,496,21,14,9,4
4135,3/20/14,241,81,164,66,107,10,395,14,12,6,6
4136,3/21/14,187,91,121,65,117,13,400,100,12,7,5
4137,3/22/14,131,4,84,51,44,1,407,89,0,0,0
4138,3/23/14,154,0,92,62,57,5,395,73,0,0,0
4139,3/24/14,223,121,152,62,95,11,390,51,7,5,2
4140,3/25/14,170,47,111,59,51,5,431,46,7,3,3
4141,3/26/14,268,46,132,167,200,19,380,33,1,1,0
4142,3/27/14,223,98,138,102,144,17,293,31,28,6,21
4143,3/28/14,139,60,98,34,62,4,364,59,6,3,1
4144,3/29/14,117,3,60,55,55,7,408,41,1,1,0
4145,3/30/14,110,1,69,36,59,5,404,34,0,0,0
4146,3/31/14,183,15,118,56,91,12,438,37,1,0,0
4147,4/1/14,251,120,198,43,73,6,413,39,14,10,1
4148,4/2/14,196,54,137,44,67,8,390,35,20,4,5
4149,4/3/14,139,41,97,43,50,4,296,37,15,5,2
4150,4/4/14,113,32,77,33,25,1,256,41,10,6,2
4151,4/5/14,69,0,39,29,49,8,262,38,0,0,0
4152,4/6/14,87,1,59,28,41,2,375,47,0,0,0
4153,4/7/14,140,57,100,35,31,4,362,24,17,11,3
4154,4/8/14,134,44,88,41,53,4,305,15,13,5,1
4155,4/9/14,152,39,106,37,29,1,281,31,7,3,1
4156,4/10/14,139,33,98,44,60,4,245,19,9,5,1
4157,4/11/14,98,45,66,29,36,4,243,33,16,8,3
4158,4/12/14,76,0,43,30,32,5,275,33,0,0,0
4159,4/13/14,102,0,69,28,61,7,349,28,1,1,0
4160,4/14/14,184,64,125,45,69,4,278,17,19,9,2
4161,4/15/14,124,39,85,31,28,1,306,23,11,8,1
4162,4/16/14,132,40,85,46,58,3,272,30,15,6,2
4163,4/17/14,90,32,50,37,52,5,244,22,12,7,2
4164,4/18/14,76,28,54,24,19,3,229,36,5,4,0
4165,4/19/14,44,0,21,20,19,1,247,30,0,0,0
4166,4/20/14,71,0,44,25,17,2,336,30,0,0,0
4167,4/21/14,158,40,96,44,60,9,362,17,11,7,1
4168,4/22/14,164,67,113,35,68,6,319,21,13,5,2
4169,4/23/14,142,33,101,31,25,1,325,31,5,1,1
4170,4/24/14,121,21,79,38,21,2,285,29,10,7,1
4171,4/25/14,89,25,55,32,17,1,215,27,4,2,0
4172,4/26/14,48,4,20,27,33,3,208,27,0,0,0
4173,4/27/14,78,1,40,34,15,1,290,28,0,0,0
4174,4/28/14,173,51,103,51,40,3,371,13,14,9,2
4175,4/29/14,145,49,96,47,73,8,296,20,14,8,5
4176,4/30/14,167,49,92,81,76,12,291,23,13,7,1
4177,5/1/14,128,43,76,53,58,6,722,24,4,2,0
4178,5/2/14,54,16,37,15,18,1,473,23,9,5,3
4179,5/3/14,32,0,21,8,12,0,506,29,1,1,0
4180,5/4/14,74,1,49,25,30,3,453,29,0,0,0
4181,5/5/14,135,35,87,42,33,3,547,20,11,7,1
4182,5/6/14,100,31,62,28,27,3,510,19,14,12,2
4183,5/7/14,77,22,53,19,35,2,486,24,15,12,1
4184,5/8/14,77,27,47,27,23,2,639,19,15,10,2
4185,5/9/14,76,34,54,27,25,5,723,25,13,11,2
4186,5/10/14,41,0,31,5,8,0,601,20,0,0,0
4187,5/11/14,47,3,33,11,14,2,455,17,0,0,0
4188,5/12/14,141,27,98,43,34,2,531,17,15,11,3
4189,5/13/14,88,17,59,25,21,2,558,17,16,8,4
4190,5/14/14,84,16,68,16,27,4,526,24,24,9,0
4191,5/15/14,79,24,55,17,20,3,761,16,7,2,1
4192,5/16/14,64,28,43,17,36,4,682,15,19,10,1
4193,5/17/14,44,1,30,10,4,0,620,20,0,0,0
4194,5/18/14,48,1,33,10,18,1,564,12,2,1,0
4195,5/19/14,120,34,79,26,42,3,594,11,14,10,2
4196,5/20/14,97,17,61,31,26,2,617,13,11,6,1
4197,5/21/14,92,25,58,21,27,1,596,20,7,5,1
4198,5/22/14,67,15,44,14,19,2,761,22,21,11,1
4199,5/23/14,52,15,34,16,8,2,768,25,12,8,2
4200,5/24/14,33,1,21,14,7,0,595,15,1,1,0
4201,5/25/14,32,0,24,7,5,1,588,18,1,1,0
4202,5/26/14,51,1,41,5,8,0,615,9,5,0,0
4203,5/27/14,112,25,82,18,44,6,604,12,14,9,1
4204,5/28/14,91,18,59,27,22,0,606,13,9,2,1
4205,5/29/14,94,24,55,28,33,1,632,21,6,0,2
4206,5/30/14,55,26,34,18,23,2,172,24,17,13,2
4207,5/31/14,44,0,31,14,13,0,1481,17,0,0,0
4208,6/1/14,83,0,63,12,18,1,719,16,0,0,0
4209,6/2/14,112,45,70,32,41,6,493,17,14,8,1
4210,6/3/14,108,25,73,23,18,3,458,23,11,6,1
4211,6/4/14,90,26,49,35,35,2,392,31,14,10,0
4212,6/5/14,78,23,50,21,33,2,438,14,16,10,1
4213,6/6/14,72,27,52,18,14,0,405,23,10,2,3
4214,6/7/14,30,1,22,7,4,0,429,27,0,0,0
4215,6/8/14,54,1,33,10,17,2,559,27,1,0,1
4216,6/9/14,91,31,66,15,39,6,617,15,12,8,0
4217,6/10/14,86,22,59,22,19,1,496,27,8,3,2
4218,6/11/14,85,29,58,21,34,2,413,24,9,4,1
4219,6/12/14,79,30,55,17,22,2,388,23,14,12,1
4220,6/13/14,72,22,51,15,9,1,438,29,3,2,0
4221,6/14/14,36,0,23,7,16,1,423,20,0,0,0
4222,6/15/14,42,0,23,18,7,1,595,29,0,0,0
4223,6/16/14,126,34,89,30,23,3,599,16,11,9,1
4224,6/17/14,112,19,81,27,26,1,511,11,7,2,1
4225,6/18/14,96,30,71,18,15,2,394,23,6,3,1
4226,6/19/14,87,33,60,18,18,0,437,23,8,0,1
4227,6/20/14,63,21,44,11,3,1,485,23,10,4,0
4228,6/21/14,38,0,29,7,4,0,432,22,0,0,0
4229,6/22/14,37,0,25,11,9,1,601,20,0,0,0
4230,6/23/14,123,35,78,36,29,4,666,25,16,9,2
4231,6/24/14,87,19,54,33,30,4,489,10,3,1,0
4232,6/25/14,86,13,52,31,24,3,468,23,3,2,0
4233,6/26/14,73,16,40,25,29,3,421,17,2,1,1
4234,6/27/14,74,19,50,22,31,2,455,21,9,6,2
4235,6/28/14,35,0,28,5,16,2,460,28,0,0,0
4236,6/29/14,42,0,32,10,23,1,519,12,0,0,0
4237,6/30/14,105,27,60,33,31,3,909,14,10,9,1
4238,7/1/14,73,24,53,19,30,3,466,16,24,5,4
4239,7/2/14,73,21,47,21,36,2,329,14,12,8,2
4240,7/3/14,47,20,34,8,16,1,309,21,14,8,0
4241,7/4/14,18,0,15,0,10,1,308,25,0,0,0
4242,7/5/14,40,0,29,12,16,2,306,15,0,0,0
4243,7/6/14,37,0,20,13,8,0,342,17,0,0,0
4244,7/7/14,123,45,92,22,25,3,407,8,19,12,0
4245,7/8/14,85,27,53,26,12,1,443,14,10,7,2
4246,7/9/14,91,21,69,24,41,2,464,19,10,7,0
4247,7/10/14,80,26,56,25,19,3,349,17,12,6,3
4248,7/11/14,52,25,36,14,23,0,326,25,3,2,0
4249,7/12/14,40,0,24,12,9,2,318,13,0,0,0
4250,7/13/14,47,0,31,15,24,1,374,22,0,0,0
4251,7/14/14,116,23,78,31,49,6,436,13,10,6,0
4252,7/15/14,87,29,52,30,15,0,481,12,17,7,2
4253,7/16/14,77,19,53,21,37,5,424,17,10,4,1
4254,7/17/14,52,14,30,23,14,2,356,13,8,2,1
4255,7/18/14,70,14,45,20,22,2,271,22,6,2,0
4256,7/19/14,16,0,10,7,4,0,348,27,1,0,0
4257,7/20/14,43,1,24,19,10,0,451,19,0,0,0
4258,7/21/14,115,33,69,41,51,1,455,7,16,11,0
4259,7/22/14,91,19,58,27,32,2,512,10,6,4,1
4260,7/23/14,72,20,46,19,26,3,502,13,5,2,0
4261,7/24/14,69,20,36,33,33,2,372,23,11,1,2
4262,7/25/14,56,24,40,17,31,1,348,26,8,2,1
4263,7/26/14,35,1,24,10,31,3,354,17,0,0,0
4264,7/27/14,51,0,27,17,35,4,430,18,0,0,0
4265,7/28/14,103,33,61,22,49,4,502,8,7,4,0
4266,7/29/14,79,28,58,24,32,1,502,15,8,5,0
4267,7/30/14,86,24,50,29,33,2,212,20,10,2,3
4268,7/31/14,77,28,47,23,48,2,661,19,8,5,1
4269,8/1/14,68,22,43,21,21,2,391,23,6,3,0
4270,8/2/14,40,2,23,12,8,0,285,24,17,0,0
4271,8/3/14,48,0,32,16,26,2,403,26,15,0,0
4272,8/4/14,125,30,76,46,38,4,378,19,8,3,1
4273,8/5/14,94,30,64,30,37,4,356,19,9,5,1
4274,8/6/14,105,35,69,31,54,3,319,23,6,1,1
4275,8/7/14,123,47,89,25,60,5,329,25,11,9,0
4276,8/8/14,60,26,36,26,17,0,318,27,3,2,0
4277,8/9/14,55,0,39,14,16,1,401,32,0,0,0
4278,8/10/14,53,0,36,16,19,2,399,18,0,0,0
4279,8/11/14,136,53,87,38,49,3,374,17,16,11,3
4280,8/12/14,93,23,54,32,45,2,344,23,7,6,0
4281,8/13/14,82,21,49,28,39,4,356,19,3,3,0
4282,8/14/14,100,43,72,25,36,3,290,24,13,7,2
4283,8/15/14,69,18,52,11,29,3,381,33,12,4,4
4284,8/16/14,47,1,25,14,19,1,354,26,1,1,0
4285,8/17/14,43,0,20,21,16,0,342,22,1,0,0
4286,8/18/14,142,47,94,45,66,6,356,23,14,8,2
4287,8/19/14,90,19,57,27,69,6,321,11,11,10,0
4288,8/20/14,92,39,60,25,36,2,362,24,14,6,1
4289,8/21/14,84,32,55,25,22,3,321,21,7,1,1
4290,8/22/14,67,18,42,21,34,2,379,28,8,3,0
4291,8/23/14,36,0,23,11,25,1,401,16,0,0,0
4292,8/24/14,43,0,26,11,28,3,377,24,0,0,0
4293,8/25/14,114,37,76,32,48,4,366,9,8,3,1
4294,8/26/14,100,29,64,24,50,2,327,13,24,11,7
4295,8/27/14,86,32,53,27,32,2,379,24,16,5,8
4296,8/28/14,68,31,40,30,31,2,356,18,13,9,0
4297,8/29/14,91,23,56,28,30,2,348,27,16,5,0
4298,8/30/14,25,2,18,6,10,0,140,27,0,0,0
4299,8/31/14,40,0,21,16,14,1,579,19,0,0,0
4300,9/1/14,58,0,33,26,14,1,433,12,0,0,0
4301,9/2/14,133,46,109,18,36,2,329,11,11,6,2
4302,9/3/14,118,22,74,35,51,5,266,11,10,6,1
4303,9/4/14,98,28,69,29,26,0,265,27,10,6,3
4304,9/5/14,78,24,55,24,31,4,211,25,16,5,0
4305,9/6/14,43,0,27,10,13,2,293,22,0,0,0
4306,9/7/14,45,0,24,18,9,1,390,14,1,0,0
4307,9/8/14,129,43,90,33,22,0,405,9,17,9,0
4308,9/9/14,117,35,81,32,47,4,396,12,10,3,1
4309,9/10/14,87,25,65,16,19,0,313,30,13,6,1
4310,9/11/14,96,38,65,27,34,2,260,25,17,12,1
4311,9/12/14,101,59,74,17,33,1,240,25,8,2,1
4312,9/13/14,36,0,20,19,19,3,328,27,2,0,0
4313,9/14/14,62,2,40,16,20,1,372,25,1,0,0
